"operon","genes"
"[[gene|exoA]]→[[gene|ccpB]]","[[gene|exoA]]-[[gene|ccpB]]"
"[[gene|rph]]→[[gene|ysnB]]","[[gene|rph]]-[[gene|ysnA]]-[[gene|ysnB]]"
"[[gene|phoB]]→[[gene|ydhF]]","[[gene|phoB]]-[[gene|ydhF]]"
"[[gene|rpmA]]","[[gene|rpmA]]"
"[[gene|ybdK]]","[[gene|ybdK]]"
"[[gene|ypzF]]","[[gene|ypzF]]"
"[[gene|kduI]]→[[gene|kduD]]","[[gene|kduI]]-[[gene|kduD]]"
"[[gene|ywsB]]","[[gene|ywsB]]"
"[[gene|padR]]","[[gene|padR]]"
"[[gene|degU]]","[[gene|degU]]"
"[[gene|yxaB]]","[[gene|yxaB]]"
"[[gene|ylaG]]->[[gene|ylaH]]","[[gene|ylaG]]-[[gene|ylaH]]"
"[[gene|serB]]","[[gene|serB]]"
"[[gene|yncM]]","[[gene|yncM]]"
"[[gene|yvdT]]","[[gene|yvdT]]"
"[[gene|ywjB]]","[[gene|ywjB]]"
"[[gene|yfhK]]→[[gene|yfhM]]","[[gene|yfhK]]-[[gene|yfhL]]-[[gene|yfhM]]"
"[[gene|dxs]]->[[gene|recN]]","[[gene|dxs]]-[[gene|yqxC]]-[[gene|ahrC]]-[[gene|recN]]"
"[[gene|yyzG]]","[[gene|yyzG]]"
"[[gene|ctaO]]","[[gene|ctaO]]"
"[[gene|cwlD]]","[[gene|cwlD]]"
"[[gene|divIVA]]","[[gene|divIVA]]"
"[[gene|ywbO]]","[[gene|ywbO]]"
"[[gene|dctP]]","[[gene|dctP]]"
"[[gene|yjcM]]","[[gene|yjcM]]"
"[[gene|ykrP]]","[[gene|ykrP]]"
"[[gene|thyB]]→[[gene|dfrA]]","[[gene|thyB]]-[[gene|dfrA]]"
"[[gene|bsrA]]→[[gene|yrvM]]","[[gene|bsrA]]-[[gene|yrvM]]"
"[[gene|spoVV]]","[[gene|spoVV]]"
"[[gene|ysnD]]","[[gene|ysnD]]"
"[[gene|yitM]]","[[gene|yitM]]"
"[[gene|ysdB]]","[[gene|ysdB]]"
"[[gene|thrZ]]→[[gene|ywhA]]","[[gene|thrZ]]-[[gene|ywhA]]"
"[[gene|aroF]]→[[gene|aroH]]","[[gene|aroF]]-[[gene|aroB]]-[[gene|aroH]]"
"[[gene|perR]]","[[gene|perR]]"
"[[gene|motI]]→[[gene|rpsA]]","[[gene|motI]]-[[gene|ypfB]]-[[gene|cmk]]-[[gene|rpsA]]"
"[[gene|resD]]→[[gene|resE]]","[[gene|resD]]-[[gene|resE]]"
"[[gene|ybxI]]","[[gene|ybxI]]"
"[[gene|nadE]]","[[gene|nadE]]"
"[[gene|yvdD]]","[[gene|yvdD]]"
"[[gene|hag]]","[[gene|hag]]"
"[[gene|ydaT]]→[[gene|ydaS]]","[[gene|ydaT]]-[[gene|ydaS]]"
"[[gene|ydbM]]","[[gene|ydbM]]"
"[[gene|yvyF]]→[[gene|flgL]]","[[gene|yvyF]]-[[gene|flgM]]-[[gene|flgN]]-[[gene|flgK]]-[[gene|flgL]]"
"[[gene|ytiB]]->[[gene|luxS]]","[[gene|ytiB]]-[[gene|luxS]]"
"[[gene|rocA]]→[[gene|rocC]]","[[gene|rocA]]-[[gene|rocB]]-[[gene|rocC]]"
"[[gene|yhaO]]→[[gene|yhaM]]","[[gene|yhaO]]-[[gene|sbcE]]-[[gene|yhaM]]"
"[[gene|truA]]->[[gene|rpsI]]","[[gene|truA]]-[[gene|rplM]]-[[gene|rpsI]]"
"[[gene|gltX]]→[[gene|yacP]]","[[gene|gltX]]-[[gene|cysE]]-[[gene|cysS]]-[[gene|mrnC]]-[[gene|yacO]]-[[gene|yacP]]"
"[[gene|natA]]→[[gene|natB]]","[[gene|natA]]-[[gene|natB]]"
"[[gene|yofA]]","[[gene|yofA]]"
"[[gene|SR4]]","[[gene|SR4]]"
"[[gene|ywpG]]→[[gene|ssbB]]","[[gene|ywpG]]-[[gene|ssbB]]"
"[[gene|adaA]]→[[gene|adaB]]","[[gene|adaA]]-[[gene|adaB]]"
"[[gene|yqfC]]→[[gene|yqfD]]","[[gene|yqfC]]-[[gene|yqfD]]"
"[[gene|ybzH]]","[[gene|ybzH]]"
"[[gene|gerBA]]→[[gene|gerBC]]","[[gene|gerBA]]-[[gene|gerBB]]-[[gene|gerBC]]"
"[[gene|aapA]]","[[gene|aapA]]"
"[[gene|csbA]]","[[gene|csbA]]"
"[[gene|epeX]]→[[gene|epeB]]","[[gene|epeX]]-[[gene|epeE]]-[[gene|epeP]]-[[gene|epeA]]-[[gene|epeB]]"
"[[gene|ykzT]]→[[gene|patA]]","[[gene|ykzT]]-[[gene|patA]]"
"[[gene|sigI]]→[[gene|rsgI]]","[[gene|sigI]]-[[gene|rsgI]]"
"[[gene|ythA]]→[[gene|ytzL]]","[[gene|ythA]]-[[gene|ythB]]-[[gene|ytzL]]"
"[[gene|csbD]]","[[gene|csbD]]"
"[[gene|htrA]]","[[gene|htrA]]"
"[[gene|yoqO]]","[[gene|yoqO]]"
"[[gene|rarA]]","[[gene|rarA]]"
"[[gene|abf2]]","[[gene|abf2]]"
"[[gene|guaC]]","[[gene|guaC]]"
"[[gene|yoaS]]→[[gene|yoaV]]","[[gene|yoaS]]-[[gene|yozG]]-[[gene|yoaT]]-[[gene|yoaV]]"
"[[gene|ctc]]","[[gene|ctc]]"
"[[gene|ywjG]]","[[gene|ywjG]]"
"[[gene|ytsP]]","[[gene|ytsP]]"
"[[gene|yphA]]→[[gene|seaA]]","[[gene|yphA]]-[[gene|seaA]]"
"[[gene|yoyA]]→[[gene|yobI]]","[[gene|yoyA]]-[[gene|yobI]]"
"[[gene|spoVE]]→[[gene|sbp]]","[[gene|spoVE]]-[[gene|murG]]-[[gene|murB]]-[[gene|divIB]]-[[gene|ylxW]]-[[gene|ylxX]]-[[gene|sbp]]"
"[[gene|ymzB]]","[[gene|ymzB]]"
"[[gene|ypzG]]","[[gene|ypzG]]"
"[[gene|ydfE]]","[[gene|ydfE]]"
"[[gene|ywoF]]","[[gene|ywoF]]"
"[[gene|aldY]]","[[gene|aldY]]"
"[[gene|ytoP]]","[[gene|ytoP]]"
"[[gene|ywbH]]→[[gene|ywbG]]","[[gene|ywbH]]-[[gene|ywbG]]"
"[[gene|pfeT]]","[[gene|pfeT]]"
"[[gene|ycsD]]","[[gene|ycsD]]"
"[[gene|yoaF]]","[[gene|yoaF]]"
"[[gene|yvrC]]→[[gene|yvqK]]","[[gene|yvrC]]-[[gene|yvrB]]-[[gene|yvrA]]-[[gene|yvqK]]"
"[[gene|iolA]]→[[gene|iolJ]]","[[gene|iolA]]-[[gene|iolB]]-[[gene|iolC]]-[[gene|iolD]]-[[gene|iolE]]-[[gene|iolF]]-[[gene|iolG]]-[[gene|iolH]]-[[gene|iolI]]-[[gene|iolJ]]"
"[[gene|yneP]]→[[gene|yneQ]]","[[gene|yneP]]-[[gene|yneQ]]"
"[[gene|copZ]]→[[gene|copA]]","[[gene|copZ]]-[[gene|copA]]"
"[[gene|yczN]]","[[gene|yczN]]"
"[[gene|yczJ]]","[[gene|yczJ]]"
"[[gene|ygzC]]","[[gene|ygzC]]"
"[[gene|yjdH]]","[[gene|yjdH]]"
"[[gene|yumB]]","[[gene|yumB]]"
"[[gene|gutR]]","[[gene|gutR]]"
"[[gene|lytF]]","[[gene|lytF]]"
"[[gene|prkA]]","[[gene|prkA]]"
"[[gene|penP]]","[[gene|penP]]"
"[[gene|yobJ]]","[[gene|yobJ]]"
"[[gene|spoVFA]]→[[gene|dapA]]","[[gene|spoVFA]]-[[gene|spoVFB]]-[[gene|asd]]-[[gene|dapG]]-[[gene|dapA]]"
"[[gene|tkt]]","[[gene|tkt]]"
"[[gene|abh]]","[[gene|abh]]"
"[[gene|mutY]]→[[gene|sspE]]","[[gene|mutY]]-[[gene|fabL]]-[[gene|sspE]]"
"[[gene|zapA]]→[[gene|yshE]]","[[gene|zapA]]-[[gene|yshB]]-[[gene|polX]]-[[gene|rqcU]]-[[gene|yshE]]"
"[[gene|ycbL]]→[[gene|ycbO]]","[[gene|ycbL]]-[[gene|ycbM]]-[[gene|ycbN]]-[[gene|ycbO]]"
"[[gene|yhgD]]→[[gene|yhgE]]","[[gene|yhgD]]-[[gene|yhgE]]"
"[[gene|oxdC]]→[[gene|rsiO]]","[[gene|oxdC]]-[[gene|rsiO]]"
"[[gene|yccK]]","[[gene|yccK]]"
"[[gene|ctaA]]","[[gene|ctaA]]"
"[[gene|ycnL]]","[[gene|ycnL]]"
"[[gene|yvzE]]","[[gene|yvzE]]"
"[[gene|ylaJ]]","[[gene|ylaJ]]"
"[[gene|ygaF]]→[[gene|preR]]","[[gene|ygaF]]-[[gene|perR]]"
"[[gene|yqeC]]","[[gene|yqeC]]"
"[[gene|pyrR]]","[[gene|pyrR]]"
"[[gene|phrI]]","[[gene|phrI]]"
"[[gene|yqhH]]→[[gene|yqhG]]","[[gene|yqhH]]-[[gene|yqhG]]"
"[[gene|accB]]→[[gene|yqhY]]","[[gene|accB]]-[[gene|accC]]-[[gene|yqhY]]"
"[[gene|acuA]]→[[gene|acuC]]","[[gene|acuA]]-[[gene|acuB]]-[[gene|acuC]]"
"[[gene|SR6]]","[[gene|SR6]]"
"[[gene|yvbJ]]","[[gene|yvbJ]]"
"[[gene|ywjC]]","[[gene|ywjC]]"
"[[gene|yjnA]]","[[gene|yjnA]]"
"[[gene|yrdR]]→[[gene|yrzO]]","[[gene|yrdR]]-[[gene|yrzO]]"
"[[gene|yugE]]","[[gene|yugE]]"
"[[gene|ydhE]]","[[gene|ydhE]]"
"[[gene|ilvE]]","[[gene|ilvE]]"
"[[gene|rsbRD]]","[[gene|rsbRD]]"
"[[gene|yfiR]]","[[gene|yfiR]]"
"[[gene|yitB]]→[[gene|yisZ]]","[[gene|yitB]]-[[gene|yitA]]-[[gene|yisZ]]"
"[[gene|gerPA]]→[[gene|gerPF]]","[[gene|gerPA]]-[[gene|gerPB]]-[[gene|gerPC]]-[[gene|gerPD]]-[[gene|gerPE]]-[[gene|gerPF]]"
"[[gene|bmrU]]→[[gene|bmrR]]","[[gene|bmrU]]-[[gene|bmr]]-[[gene|bmrR]]"
"[[gene|corA]]","[[gene|corA]]"
"[[gene|ykwD]]","[[gene|ykwD]]"
"[[gene|yhbD]]→[[gene|yhbF]]","[[gene|yhbD]]-[[gene|yhbE]]-[[gene|yhbF]]"
"[[gene|comER]]","[[gene|comER]]"
"[[gene|yjaU]]->[[gene|comZ]]","[[gene|yjaU]]-[[gene|yjaV]]-[[gene|med]]-[[gene|comZ]]"
"[[gene|yitJ]]","[[gene|yitJ]]"
"[[gene|yckB]]→[[gene|yckA]]","[[gene|yckB]]-[[gene|yckA]]"
"[[gene|yrbF]]","[[gene|yrbF]]"
"[[gene|levR]]","[[gene|levR]]"
"[[gene|ygaK]]","[[gene|ygaK]]"
"[[gene|ribU]]","[[gene|ribU]]"
"[[gene|pucF]]→[[gene|pucG]]","[[gene|pucF]]-[[gene|pucG]]"
"[[gene|qdoI]]→[[gene|yxaH]]","[[gene|qdoI]]-[[gene|yxaH]]"
"[[gene|aprX]]","[[gene|aprX]]"
"[[gene|yyaN]]→[[gene|yyaL]]","[[gene|yyaN]]-[[gene|yyaM]]-[[gene|yyaL]]"
"[[gene|sspA]]","[[gene|sspA]]"
"[[gene|pdeH]]","[[gene|pdeH]]"
"[[gene|dacB]]→[[gene|spmB]]","[[gene|dacB]]-[[gene|spmA]]-[[gene|spmB]]"
"[[gene|wprA]]","[[gene|wprA]]"
"[[gene|vpr]]","[[gene|vpr]]"
"[[gene|ycdB]]","[[gene|ycdB]]"
"[[gene|czcD]]→[[gene|czcO]]","[[gene|czcD]]-[[gene|czcO]]"
"[[gene|bstF]]->[[gene|ykkB]]","[[gene|bstF]]-[[gene|ykkB]]"
"[[gene|cdd]]→[[gene|recO]]","[[gene|cdd]]-[[gene|era]]-[[gene|yqzL]]-[[gene|recO]]"
"[[gene|trmB]]","[[gene|trmB]]"
"[[gene|yutJ]]","[[gene|yutJ]]"
"[[gene|yhcE]]→[[gene|yhcI]]","[[gene|yhcE]]-[[gene|yhcF]]-[[gene|yhcG]]-[[gene|yhcH]]-[[gene|yhcI]]"
"[[gene|arsR]]→[[gene|arsC]]","[[gene|arsR]]-[[gene|yqcK]]-[[gene|arsB]]-[[gene|arsC]]"
"[[gene|comC]]","[[gene|comC]]"
"[[gene|yqgL]]→[[gene|rpmGA]]","[[gene|yqgL]]-[[gene|yqgM]]-[[gene|rpmGA]]"
"[[gene|sapB]]","[[gene|sapB]]"
"[[gene|proI]]","[[gene|proI]]"
"[[gene|kimA]]","[[gene|kimA]]"
"[[gene|amhX]]","[[gene|amhX]]"
"[[gene|hprK]]→[[gene|yvoF]]","[[gene|hprK]]-[[gene|lgt]]-[[gene|yvoD]]-[[gene|yvoE]]-[[gene|yvoF]]"
"[[gene|yphA]]→[[gene|gpsA]]","[[gene|yphA]]-[[gene|seaA]]-[[gene|ypzH]]-[[gene|engA]]-[[gene|gpsA]]"
"[[gene|ydcI]]","[[gene|ydcI]]"
"[[gene|ganS]]→[[gene|ganB]]","[[gene|ganS]]-[[gene|ganP]]-[[gene|ganQ]]-[[gene|ganA]]-[[gene|ganB]]"
"[[gene|speA]]","[[gene|speA]]"
"[[gene|uvrC]]","[[gene|uvrC]]"
"[[gene|ycdF]]→[[gene|ycdG]]","[[gene|ycdF]]-[[gene|ycdG]]"
"[[gene|dhbA]]→[[gene|ybdZ]]","[[gene|dhbA]]-[[gene|dhbC]]-[[gene|dhbE]]-[[gene|dhbB]]-[[gene|dhbF]]-[[gene|ybdZ]]"
"[[gene|xynP]]→[[gene|xynB]]","[[gene|xynP]]-[[gene|xynB]]"
"[[gene|ytkP]]","[[gene|ytkP]]"
"[[gene|lipB]]","[[gene|lipB]]"
"[[gene|yczI]]","[[gene|yczI]]"
"[[gene|clpE]]","[[gene|clpE]]"
"[[gene|yckC]]","[[gene|yckC]]"
"[[gene|yddT]]","[[gene|yddT]]"
"[[gene|yrhG]]","[[gene|yrhG]]"
"[[gene|yukE]]→[[gene|yueD]]","[[gene|yukE]]-[[gene|yukD]]-[[gene|essB]]-[[gene|yukB]]-[[gene|yueB]]-[[gene|yueC]]-[[gene|yueD]]"
"[[gene|metE]]","[[gene|metE]]"
"[[gene|yneA]]→[[gene|ynzC]]","[[gene|yneA]]-[[gene|yneB]]-[[gene|ynzC]]"
"[[gene|glyQ]]→[[gene|glyS]]","[[gene|glyQ]]-[[gene|glyS]]"
"[[gene|qdoR]]","[[gene|qdoR]]"
"[[gene|yfmJ]]","[[gene|yfmJ]]"
"[[gene|yqhO]]","[[gene|yqhO]]"
"[[gene|cdaS]]","[[gene|cdaS]]"
"[[gene|yueG]]","[[gene|yueG]]"
"[[gene|ylaC]]→[[gene|ylaD]]","[[gene|ylaC]]-[[gene|ylaD]]"
"[[gene|czrA]]","[[gene|czrA]]"
"[[gene|yxzE]]","[[gene|yxzE]]"
"[[gene|yoeC]]","[[gene|yoeC]]"
"[[gene|yfhJ]]","[[gene|yfhJ]]"
"[[gene|yocS]]","[[gene|yocS]]"
"[[gene|yuiD]]","[[gene|yuiD]]"
"[[gene|yisI]]","[[gene|yisI]]"
"[[gene|ykcB]]→[[gene|ykcC]]","[[gene|ykcB]]-[[gene|ykcC]]"
"[[gene|mifM]]→[[gene|yidC2]]","[[gene|mifM]]-[[gene|yidC2]]"
"[[gene|cysI]]→[[gene|cysJ]]","[[gene|cysI]]-[[gene|cysJ]]"
"[[gene|hom]]→[[gene|thrB]]","[[gene|hom]]-[[gene|thrC]]-[[gene|thrB]]"
"[[gene|ytoA]]","[[gene|ytoA]]"
"[[gene|xylA]]→[[gene|xylB]]","[[gene|xylA]]-[[gene|xylB]]"
"[[gene|ykkC]]→[[gene|ykkD]]","[[gene|ykkC]]-[[gene|ykkD]]"
"[[gene|yczO]]","[[gene|yczO]]"
"[[gene|yhfI]]→[[gene|yhfK]]","[[gene|yhfI]]-[[gene|lplJ]]-[[gene|yhfK]]"
"[[gene|ydgC]]→[[gene|ydgE]]","[[gene|ydgC]]-[[gene|ydgD]]-[[gene|ydgE]]"
"[[gene|ymfJ]]","[[gene|ymfJ]]"
"[[gene|yuiG]]","[[gene|yuiG]]"
"[[gene|ndk]]","[[gene|ndk]]"
"[[gene|yomJ]]","[[gene|yomJ]]"
"[[gene|pmi]]","[[gene|pmi]]"
"[[gene|ybaS]]","[[gene|ybaS]]"
"[[gene|yplP]]→[[gene|trhA]]","[[gene|yplP]]-[[gene|trhA]]"
"[[gene|yvrJ]]","[[gene|yvrJ]]"
"[[gene|citR]]","[[gene|citR]]"
"[[gene|ykzV]]","[[gene|ykzV]]"
"[[gene|ylaL]]","[[gene|ylaL]]"
"[[gene|ytvB]]","[[gene|ytvB]]"
"[[gene|ydeO]]","[[gene|ydeO]]"
"[[gene|dgcP]]","[[gene|dgcP]]"
"[[gene|yuzM]]->[[gene|yusN]]","[[gene|yuzM]]-[[gene|yusN]]"
"[[gene|yoyD]]→[[gene|yodF]]","[[gene|yoyD]]-[[gene|yodF]]"
"[[gene|ybaJ]]","[[gene|ybaJ]]"
"[[gene|yozE]]","[[gene|yozE]]"
"[[gene|ykvI]]","[[gene|ykvI]]"
"[[gene|ycgA]]","[[gene|ycgA]]"
"[[gene|ypoP]]","[[gene|ypoP]]"
"[[gene|yvgK]]","[[gene|yvgK]]"
"[[gene|mtnU]]","[[gene|mtnU]]"
"[[gene|csfB]]","[[gene|csfB]]"
"[[gene|yoyE]]","[[gene|yoyE]]"
"[[gene|yhzF]]","[[gene|yhzF]]"
"[[gene|ytjP]]","[[gene|ytjP]]"
"[[gene|lspA]]→[[gene|pyrR]]","[[gene|lspA]]-[[gene|ylyB]]-[[gene|pyrR]]"
"[[gene|glcD]]→[[gene|glcF]]","[[gene|glcD]]-[[gene|glcF]]"
"[[gene|ydeH]]","[[gene|ydeH]]"
"[[gene|bmrA]]->[[gene|yvcD]]","[[gene|bmrA]]-[[gene|yvcD]]"
"[[gene|ywqO]]","[[gene|ywqO]]"
"[[gene|swrC]]","[[gene|swrC]]"
"[[gene|yodI]]","[[gene|yodI]]"
"[[gene|spoIID]]","[[gene|spoIID]]"
"[[gene|prsA]]","[[gene|prsA]]"
"[[gene|rpsF]]→[[gene|rpsR]]","[[gene|rpsF]]-[[gene|ssbA]]-[[gene|rpsR]]"
"[[gene|ydiR]]→[[gene|ydjA]]","[[gene|ydiR]]-[[gene|ydiS]]-[[gene|ydjA]]"
"[[gene|clpX]]","[[gene|clpX]]"
"[[gene|stoA]]","[[gene|stoA]]"
"[[gene|ypqP]]","[[gene|ypqP]]"
"[[gene|yrhF]]","[[gene|yrhF]]"
"[[gene|yonP]]→[[gene|yonN]]","[[gene|yonP]]-[[gene|yonO]]-[[gene|yonN]]"
"[[gene|spoIIIAA]]→[[gene|spoIIIAH]]","[[gene|spoIIIAA]]-[[gene|spoIIIAB]]-[[gene|spoIIIAC]]-[[gene|spoIIIAD]]-[[gene|spoIIIAE]]-[[gene|spoIIIAF]]-[[gene|spoIIIAG]]-[[gene|spoIIIAH]]"
"[[gene|rhaR]]→[[gene|rhaA]]","[[gene|rhaR]]-[[gene|rhaB]]-[[gene|rhaM]]-[[gene|rhaA]]"
"[[gene|yjdI]]","[[gene|yjdI]]"
"[[gene|yqhQ]]→[[gene|yqhP]]","[[gene|yqhQ]]-[[gene|yqhP]]"
"[[gene|yxeR]]→[[gene|yxxB]]","[[gene|yxeR]]-[[gene|yxxB]]"
"[[gene|yclI]]→[[gene|yclH]]","[[gene|yclI]]-[[gene|yclH]]"
"[[gene|bofA]]","[[gene|bofA]]"
"[[gene|ydbL]]","[[gene|ydbL]]"
"[[gene|yetM]]","[[gene|yetM]]"
"[[gene|yqhB]]","[[gene|yqhB]]"
"[[gene|yxkC]]","[[gene|yxkC]]"
"[[gene|ytqA]]→[[gene|mnmM]]","[[gene|ytqA]]-[[gene|mnmM]]"
"[[gene|gltP]]","[[gene|gltP]]"
"[[gene|appD]]→[[gene|appC]]","[[gene|appD]]-[[gene|appF]]-[[gene|appA/1]]-[[gene|appA/2]]-[[gene|appB]]-[[gene|appC]]"
"[[gene|meeY]]","[[gene|meeY]]"
"[[gene|spoVR]]","[[gene|spoVR]]"
"[[gene|rocR]]","[[gene|rocR]]"
"[[gene|yjlB]]→[[gene|ndh]]","[[gene|yjlB]]-[[gene|yjlC]]-[[gene|ndh]]"
"[[gene|mhqA]]","[[gene|mhqA]]"
"[[gene|bcrC]]","[[gene|bcrC]]"
"[[gene|ggaA]]→[[gene|ggaB]]","[[gene|ggaA]]-[[gene|ggaB]]"
"[[gene|ydeS]]->[[gene|ydzO]]","[[gene|ydeS]]-[[gene|ydzO]]"
"[[gene|dgcW]]","[[gene|dgcW]]"
"[[gene|yonT]]","[[gene|yonT]]"
"[[gene|nos]]→[[gene|yflK]]","[[gene|nos]]-[[gene|yflK]]"
"[[gene|lrpC]]-[[gene|topB]]","[[gene|lrpC]]-[[gene|topB]]"
"[[gene|yusE]]→[[gene|yusD]]","[[gene|yusE]]-[[gene|yusD]]"
"[[gene|yxaK]]→[[gene|yxaC]]","[[gene|yxaK]]-[[gene|yxaC]]"
"[[gene|ywpD]]","[[gene|ywpD]]"
"[[gene|fecC]]","[[gene|fecC]]"
"[[gene|serA]]","[[gene|serA]]"
"[[gene|yizC]]","[[gene|yizC]]"
"[[gene|ydbD]]","[[gene|ydbD]]"
"[[gene|ileS]]","[[gene|ileS]]"
"[[gene|yvzJ]]","[[gene|yvzJ]]"
"[[gene|ansA]]→[[gene|mleA]]","[[gene|ansA]]-[[gene|ansB]]-[[gene|mleN]]-[[gene|mleA]]"
"[[gene|ykwC]]","[[gene|ykwC]]"
"[[gene|ykuH]]→[[gene|ykuI]]","[[gene|ykuH]]-[[gene|ykuI]]"
"[[gene|pgk]]→[[gene|eno]]","[[gene|pgk]]-[[gene|tpi]]-[[gene|pgm]]-[[gene|eno]]"
"[[gene|yyaT]]→[[gene|yyaS]]","[[gene|yyaT]]-[[gene|yyaS]]"
"[[gene|ywrE]]","[[gene|ywrE]]"
"[[gene|ruvA]]→[[gene|ruvB]]","[[gene|ruvA]]-[[gene|ruvB]]"
"[[gene|pbpH]]","[[gene|pbpH]]"
"[[gene|dctS]]→[[gene|dctP]]","[[gene|dctS]]-[[gene|dctR]]-[[gene|dctP]]"
"[[gene|bcaP]]","[[gene|bcaP]]"
"[[gene|ecsA]]->[[gene|ecsC]]","[[gene|ecsA]]-[[gene|ecsB]]-[[gene|ecsC]]"
"[[gene|citH]]","[[gene|citH]]"
"[[gene|bsrC]]","[[gene|bsrC]]"
"[[gene|cshA]]","[[gene|cshA]]"
"[[gene|yqkD]]","[[gene|yqkD]]"
"[[gene|yqjV]]→[[gene|yqjU]]","[[gene|yqjV]]-[[gene|yqjU]]"
"[[gene|pksB]]→[[gene|pksR]]","[[gene|pksB]]-[[gene|pksC]]-[[gene|pksD]]-[[gene|pksE]]-[[gene|acpK]]-[[gene|pksF]]-[[gene|pksG]]-[[gene|pksH]]-[[gene|pksI]]-[[gene|pksJ]]-[[gene|pksL]]-[[gene|pksM]]-[[gene|pksN]]-[[gene|pksR]]"
"[[gene|yfkM]]","[[gene|yfkM]]"
"[[gene|yoaD]]→[[gene|yoaB]]","[[gene|yoaD]]-[[gene|yoaC]]-[[gene|yoaB]]"
"[[gene|glpQ]]","[[gene|glpQ]]"
"[[gene|xpt]]→[[gene|pbuX]]","[[gene|xpt]]-[[gene|pbuX]]"
"[[gene|safA]]→[[gene|coxA]]","[[gene|safA]]-[[gene|coxA]]"
"[[gene|yvyC]]→[[gene|fliT]]","[[gene|yvyC]]-[[gene|fliD]]-[[gene|fliS]]-[[gene|fliT]]"
"[[gene|yrzF]]","[[gene|yrzF]]"
"[[gene|gsiB]]","[[gene|gsiB]]"
"[[gene|darA]]→[[gene|yabC]]","[[gene|darA]]-[[gene|yaaR]]-[[gene|holB]]-[[gene|ricT]]-[[gene|yabA]]-[[gene|trmN6]]-[[gene|yazA]]-[[gene|yabC]]"
"[[gene|ydcG]]→[[gene|pamR]]","[[gene|ydcG]]-[[gene|pamR]]"
"[[gene|argC]]→[[gene|argF]]","[[gene|argC]]-[[gene|argJ]]-[[gene|argB]]-[[gene|argD]]-[[gene|carA]]-[[gene|carB]]-[[gene|argF]]"
"[[gene|yktB]]","[[gene|yktB]]"
"[[gene|hemZ]]","[[gene|hemZ]]"
"[[gene|yfmQ]]","[[gene|yfmQ]]"
"[[gene|znuA]]→[[gene|znuB]]","[[gene|znuA]]-[[gene|znuC]]-[[gene|znuB]]"
"[[gene|spoVIF]]","[[gene|spoVIF]]"
"[[gene|amj]]","[[gene|amj]]"
"[[gene|epsA]]→[[gene|epsO]]","[[gene|epsA]]-[[gene|epsB]]-[[gene|epsC]]-[[gene|epsD]]-[[gene|epsE]]-[[gene|epsF]]-[[gene|epsG]]-[[gene|epsH]]-[[gene|epsI]]-[[gene|epsJ]]-[[gene|epsK]]-[[gene|epsL]]-[[gene|epsM]]-[[gene|epsN]]-[[gene|epsO]]"
"[[gene|cdaA]]→[[gene|glmS]]","[[gene|cdaA]]-[[gene|cdaR]]-[[gene|glmM]]-[[gene|glmS]]"
"[[gene|fhuD]]","[[gene|fhuD]]"
"[[gene|amyE]]","[[gene|amyE]]"
"[[gene|frlB]]","[[gene|frlB]]"
"[[gene|divIB]]→[[gene|sbp]]","[[gene|divIB]]-[[gene|ylxW]]-[[gene|ylxX]]-[[gene|sbp]]"
"[[gene|yvgJ]]","[[gene|yvgJ]]"
"[[gene|csrA]]","[[gene|csrA]]"
"[[gene|yocR]]","[[gene|yocR]]"
"[[gene|gpr]]→[[gene|spoIIP]]","[[gene|gpr]]-[[gene|spoIIP]]"
"[[gene|qoxA]]→[[gene|qoxD]]","[[gene|qoxA]]-[[gene|qoxB]]-[[gene|qoxC]]-[[gene|qoxD]]"
"[[gene|xpaC]]→[[gene|yaaO]]","[[gene|xpaC]]-[[gene|yaaN]]-[[gene|yaaO]]"
"[[gene|yrdB]]","[[gene|yrdB]]"
"[[gene|yxjG]]","[[gene|yxjG]]"
"[[gene|yqiH]]→[[gene|yqiK]]","[[gene|yqiH]]-[[gene|yqiI]]-[[gene|yqiK]]"
"[[gene|ccrZ]]","[[gene|ccrZ]]"
"[[gene|swrA]]->[[gene|swrAA/2]]","[[gene|swrA]]-[[gene|swrAA/2]]"
"[[gene|polY1]]→[[gene|gndA]]","[[gene|polY1]]-[[gene|gndA]]"
"[[gene|rpmEB]]","[[gene|rpmEB]]"
"[[gene|yjbI]]→[[gene|spxH]]","[[gene|yjbI]]-[[gene|spxH]]"
"[[gene|yhfT]]→[[gene|yhfR]]","[[gene|yhfT]]-[[gene|yhfS]]-[[gene|yhfR]]"
"[[gene|cymR]]→[[gene|trmU]]","[[gene|cymR]]-[[gene|yrvO]]-[[gene|trmU]]"
"[[gene|ykuJ]]→[[gene|ccpC]]","[[gene|ykuJ]]-[[gene|ykuK]]-[[gene|abbA]]-[[gene|darB]]-[[gene|ccpC]]"
"[[gene|ypjP]]→[[gene|ypjQ]]","[[gene|ypjP]]-[[gene|ypjQ]]"
"[[gene|ypzI]]","[[gene|ypzI]]"
"[[gene|ykoM]]","[[gene|ykoM]]"
"[[gene|ytpP]]→[[gene|ytpR]]","[[gene|ytpP]]-[[gene|ytpQ]]-[[gene|ytpR]]"
"[[gene|yugJ]]","[[gene|yugJ]]"
